The user is then taken to the View/Update Item screen 3.5.,1;;;
? Presenting the Business Use Cases for managing indigent defense services .,0;;;
? Listing any outstanding issues.,0;;;
Term/Acronym/Abbreviation.,1;;;
CCP Texas Code of Criminal Procedure.,1;;;
ECFS District Attorney Electronic Case Filing System.,1;;;
IDOL Indigent Defense On-Line.,1;;;
IJIS Integrated Justice Information System.,1;;;
LEA Law Enforcement Agency.,1;;;
OCA Office of Court Administration.,1;;;
PALM Public Appointment List Management System.,1;;;
SAP Commercial off the shelf software package used by the Auditor to manage County Financial Information.,1;;;
TFID Task Force on Indigent Defense.,1;;;
Commissioners Court The governing body of the County.,0;;;
Consists of County Judge and four (4) Commissioners Court Case Management System External system used by the Criminal Justice community to manage case information from initial arrest through final disposition.,0;;;
Court Coordinator Person responsible for managing the schedule of a County or District Court.,0;;;
County Court Judge Person elected and/or appointed to preside over a trial court with misdemeanor criminal jurisdiction.,0;;;
Defendant Person arrested and/or charged with a criminal offense but not yet convicted.,0;;;
Defense Attorney Person qualified and appointed to represent a Defendant in an adversarial judicial proceeding Detention Facility Officer Person responsible for processing a Defendant into custody.,0;;;
District Attorney Person responsible for representing the State of Texas in an adversarial judicial proceeding District Court Judge Person elected and/or appointed to preside over a trial court with felony criminal jurisdiction.,0;;;
Filing Agency Law Enforcement Agency investigating and presenting charges to District Attorney against Defendant.,0;;;
Magistrate Person responsible for informing the Defendant of their right to an appointed counsel and determination of indigent status.,0;;;
Office of Attorney Appointments Person responsible for managing the Indigent Defense appointment process.,0;;;
Presiding Administrative Judge Person appointed by the Governor to preside over the administrative judicial region.,0;;;
Task Force on Indigent Defense Standing committee of the Texas Judicial Council responsible for establishing standards for Indigent Defense Services.,0;;;
Description The purpose of this use case is to describe the activities involved in submitting a Request for Appointed Counsel to the Office of Attorney Appointments.,0;;;
Supports Objective(s) Enable law enforcement agencies to capture defendant and incident information along with supporting paper documents within 48 hours of arrest.,0;;;
Enable magistrates to electronically review request(s) for counsel and submit request(s) for counsel within 24 hours of the indigency hearing.,0;;;
Actors ? Defendant ? Detention Facility Officer ? Magistrate ? Office of Attorney Appointments ? City Clerk ? Notary Flow of Events Basic Path This use case starts after the Defendant has been arrested and transported to a Detention Facility.,0;;;
Detention Facility Officer captures Defendant, Incident, and Financial Information.,0;;;
Defendant swears to and signs Financial Affidavit.,1;;;
Detention Facility Officer witnesses and signs Financial Affidavit.,1;;;
Detention Facility Officer schedules Indigency Hearing.,1;;;
Magistrate informs Defendant of right to request appointment of counsel and asks whether Defendant wants a Court Appointed Attorney.,0;;;
Defendant requests appointment of a Court Appointed Attorney.,0;;;
Magistrate reviews Financial Affidavit.,1;;;
Magistrate interviews/questions Defendant.,1;;;
Magistrate makes determination that Defendant is indigent.,1;;;
Defendant and Magistrate sign Request for Appointed Counsel.,1;;;
Magistrate submits Request for Appointed Counsel to the Office of Attorney Appointments.,0;;;
Alternative Path 1 Defendant waives right to Court Appointed Attorney This alternative path replaces the basic path beginning at step 6.,0;;;
Defendant waives right to Court Appointed Attorney.,1;;;
Defendant signs Waiver of Appointed Counsel.,1;;;
Magistrate submits Waiver of Appointed Counsel to the Office of Attorney Appointment Alternative Path 2 Magistrate determines Defendant is not indigent This alternative path replaces the basic path beginning at step 9.,0;;;
Magistrate makes determination that Defendant is not indigent.,0;;;
Magistrate submits notice of indigency determination to the Office of Attorney Appointments.,0;;;
CCP Article 1.051 ? Right to representation by Counsel.,0;;;
CCP Article 15.17 ? Duties of arresting officer and magistrate.,0;;;
Texas Uniform Commercial Code 1.,0;;;
Chapter 43 Uniform Electronic Transactions Act (UETA).,0;;;
Technical: Texas Department of Information Resources 1.,0;;;
Guidelines for the Management of Electronic Transactions and Signed Records.,0;;;
Enable law enforcement agencies to be notified that the request for counsel has been denied within 24 hours of the denial.,0;;;
Enable the appointed attorney and Defendant to be notified that an appointment has been made within 24 hours of the appointment.,0;;;
This use case starts after a Magistrate has submitted a Request for Appointed Counsel to the Office of Attorney Appointments.,0;;;
Office of Attorney Appointments receives/reviews the Request for Appointed Counsel.,1;;;
Office of Attorney Appointments researches Defendant/Incident information in Court Case Management System.,1;;;
Office of Attorney Appointments confirms Defendant has not been released from custody.,1;;;
Office of Attorney Appointments confirms Defendant does not have a Defense Attorney appointed on a pending case.,1;;;
Office of Attorney Appointments determines the appropriate appointment rotation list based upon the highest level and degree of offense Defendant is accused of committing.,1;;;
Office of Attorney Appointments selects next Defense Attorney in the appointment rotation list.,1;;;
Office of Attorney Appointments notifies Defendant, Defense Attorney and Detention Facility Officer of appointment by facsimile and/or electronic mail.,1;;;
Alternative Path 1 Defendant has been released from custody This alternative path replaces the basic path beginning at step 3.,0;;;
The approach provides a common ?Ianguage? for describing eProcurement documents that is modular and extensible to specialised business contexts.,0;;;
This speci?cation does not include the XML schema to be used.,0;;;
No assumptions are made (other than good business practice) about how the internal systems at the Buyer and the Seller are designed or work; these systems are treated as ?black boxes?.,0;;
The following aspects of procurement are out of scope: 0 Seller discovery.,0;;;
0 on-Iine negotiation and e-auctions.,1;;;
0 e-tendering; 0 negotiation of terms and conditions of trade.,1;;
0 communication with third parties and intermediaries e.g.,1;;;
carriers, banks and fiscal authorities.,0;;;
0 message transport and security.,1;;;
0 data protection and retention rules.,1;;;
0 the application of public sector purchasing policy.,1;;;
eProcurement is a many-to-many electronic data interchange (EDI) problem on a large scale and requires both the sender and the receiver to interpret each and every data element in precisely the same way.,1;;;
In practice, these Documents are likely to be introduced incrementally, starting with one or two Documents, such as Purchase Order and/or Invoice, and adding additional services as required.,0;;;
This specification is not prescriptive regarding Document variants and, in particular, the business rules that may be required to provide automated support for the provision of copies, revisions and cancellations.,0;;;
These requirements support several Government initiatives, including.,0;;;
0 the generation of value for money efficiency savings.,1;;;
0 the wish from ministerial level for the UK to be the best place to do e-business.,1;;;
0 that 100% of interactions between Government and business be available electronically by 2005.,1;;;
The greatest bene?ts accrue when information persists through the purchasing cycle without re-keying and with manual intervention only where needed for business reasons.,1;;;
One example is the ?three-way match? between Purchase Order, goods receipt and Invoice, usually performed in the accounts payable function before an Invoice is paid.,0;;;
Automating the three-way match may reduce substantially the end-to-end costs of in the Buyer?s back office.,0;;;
Cross?Government eProcurement standards also benefit Sellers, particularly small to medium-sized enterprises (SMEs).,0;;;
This specification provides a clear ?stake in the ground? for Sellers, for their trade with Government and, potentially, for trade across the private sector.,0;;;
Similarly, a common Government standard reduces the need for software and service providers to cater for multiple specifications.,0;;;
This work has been undertaken within the e-Commerce team in the Of?ce of Government Commerce (OGC), reporting to a joint eProcurement Interoperability Working Group of the OGC and the Office of the e-Envoy (OeE).,1;;;
